;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1986;75;87;100;96;337;6,63;14,12;7,15;32,79;35,86;50,84;45,06;00:26:30;1,75;1,61;4,96;4,76;16,52;4,06;10,5;7,5;30,71;30,57;0,07;30,57;128,11;30,26;24,09;10,55;00:00:14;50,84;00:00:13;00:00:00;00:01:31;00:00:10;00:00:13;00:00:13;00:00:41;00:00:38;
BIANCU;1177;43;12;61;59;188;3,85;14,89;0;18,96;19,86;77,41;13,89;00:27:11;1,69;1,61;5,15;5,02;15,99;1,02;4;5;23;17;0;17;50,67;29,99;21,22;6,28;00:00:02;77,41;00:00:08;00:00:00;00:00:55;00:00:03;00:00:08;00:00:08;00:00:26;00:00:25;
BOCCIA;1596;59;53;76;70;227;5,18;13,41;0;24,22;24,59;60,9;28,14;00:27:02;1,54;1,52;4,75;4,39;14,22;3,34;7;5;29;24;0;24;87,06;26,69;23,16;8,4;00:00:09;60,9;00:00:10;00:00:00;00:01:04;00:00:06;00:00:10;00:00:11;00:00:38;00:00:32;
BRIGNANI;2423;89;146;124;109;451;7,83;13,96;19,44;45,34;44,36;38,33;61,69;00:27:16;1,83;1,87;5,11;4,51;18,59;6,01;14;13;41;33;0;33;207,24;32,75;26,4;12,82;00:00:23;38,33;00:00:15;00:00:02;00:01:54;00:00:14;00:00:15;00:00:17;00:00:50;00:00:41;
EMERSON;1593;59;94;93;91;255;5,28;16,06;8,47;29,37;31,01;65,12;50,71;00:27:05;1,95;1,84;5,83;5,72;16,02;5,89;7;7;22;28;0;28;99,31;30,06;25,56;8,59;00:00:15;65,12;00:00:11;00:00:01;00:01:07;00:00:11;00:00:11;00:00:12;00:00:39;00:00:37;
GIANDONATO;1970;71;37;88;83;280;6,17;11,94;0;30,2;23,89;55,8;22,97;00:27:39;1,21;1,53;4,45;4,21;14,21;1,9;4;11;31;30;0;30;85,89;27,27;22,32;10,24;00:00:06;55,8;00:00:10;00:00:00;00:01:21;00:00:06;00:00:10;00:00:13;00:00:39;00:00:36;
LA ROSA ;2219;82;65;92;69;334;7,01;10,74;0;28,05;23,48;47,18;30,23;00:27:07;1,06;1,26;4,13;3,1;15,07;2,92;7;4;31;23;0;23;128,01;27,61;23;11,41;00:00:10;47,18;00:00:09;00:00:00;00:01:34;00:00:07;00:00:09;00:00:12;00:00:40;00:00:30;
LELLA ;2511;92;160;165;146;517;8,53;19,37;2,38;68,4;61,05;39,19;93,85;00:27:11;2,43;2,72;6,58;5,83;20,58;6,37;17;14;45;46;0;46;197,16;38,32;24,36;13,92;00:00:26;39,19;00:00:22;00:00:00;00:02:16;00:00:22;00:00:22;00:00:26;00:01:03;00:00:56;
MANCINI;1217;49;0;44;40;142;4,15;9,1;0;7,66;11,06;70,06;3,07;00:24:44;0,91;0,63;3,61;3,28;11,65;0;5;1;13;14;0;14;37,51;21,34;18,88;6,17;00:00:00;70,06;00:00:05;00:00:00;00:00:44;00:00:00;00:00:05;00:00:03;00:00:22;00:00:20;
OCCHIONI;2557;94;153;151;155;548;8,47;16,04;5,31;47,36;47,21;40,54;78,15;00:27:07;1,85;1,85;5,91;6,08;21,43;5,97;16;15;54;52;0;52;259,48;37,51;24,56;13,78;00:00:25;40,54;00:00:18;00:00:00;00:02:23;00:00:17;00:00:18;00:00:19;00:00:57;00:00:56;
PALESI;2104;85;112;103;116;362;7,59;15,4;19,45;36,29;46,83;40,69;58,1;00:24:44;2,23;1,72;4,9;5,5;17,19;5,33;15;6;27;35;0;35;114,07;31,4;26,97;11,28;00:00:17;40,69;00:00:17;00:00:02;00:01:36;00:00:12;00:00:17;00:00:12;00:00:39;00:00:45;
PINNA S.;2088;77;79;87;90;296;6,65;12,22;5,42;26,98;32,29;45,4;42,01;00:27:16;1,55;1,29;4,18;4,29;14,16;3,77;10;8;25;30;0;30;103,61;26,72;25,09;10,88;00:00:13;45,4;00:00:12;00:00:00;00:01:21;00:00:10;00:00:12;00:00:10;00:00:35;00:00:37;
PISANO;1802;73;34;84;79;236;6,34;12,57;7,2;26,8;28,41;48,64;24,29;00:24:44;1,58;1,49;4,64;4,39;13,1;1,91;9;6;30;25;0;25;65,19;25,73;24,83;9,42;00:00:05;48,64;00:00:12;00:00:01;00:01:09;00:00:06;00:00:12;00:00:11;00:00:37;00:00:36;
RENAULT ;2363;95;132;116;124;480;8,56;15,89;0,7;33,48;57,25;35,53;49,71;00:24:44;2,42;1,42;4,9;5,25;20,31;5,6;18;5;34;41;0;41;205,47;34,66;24,13;12,72;00:00:22;35,53;00:00:20;00:00:00;00:02:05;00:00:11;00:00:20;00:00:15;00:00:48;00:00:47;
TRAVAGLINI;2187;80;143;112;109;402;7,2;15,81;31,71;35,96;50,73;46,31;74,05;00:27:14;2,32;1,64;5,13;4,98;18,37;6,52;14;5;25;30;1;30;152,83;32,91;26,79;11,76;00:00:22;46,31;00:00:16;00:00:04;00:01:40;00:00:15;00:00:16;00:00:12;00:00:41;00:00:40;
